School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,M,40.795146,-73.948368,111,8,17401,1051584,1016140021,East Harlem South,"(40.795146, -73.948368)",05/05/2019
I.S. 484 - BROOKLYN,K,23,FY18 RESO A SCIENCE LAB UPGRADES,595000,CIP,K012,430 HOWARD AVE,Brooklyn,11233,K,40.673073,-73.919594,316,41,363,3039174,3014570032,Ocean Hill,"(40.673073, -73.919594)",05/05/2019
P.S. 233 - BROOKLYN,K,18,MASONRY/CORRODED BEAMS/ROOFS/PARAPETS,6285000,CIP,K233,9301 AVENUE B,Brooklyn,11236,K,40.651022,-73.91402,317,42,930,3104990,3047530001,Rugby-Remsen Village,"(40.651022, -73.91402)",05/05/2019
P.S. 170 - BRONX,X,9,MASONRY ISSUE/PARAPETS/ROOFS,2989700,CIP,X170,1598 TOWNSEND AVENUE,Bronx,10452,X,40.844316,-73.913604,204,14,22702,2103870,2028470041,Mount Hope,"(40.844316, -73.913604)",05/05/2019
P.S. 71 - QUEENS,Q,24,PARAPETS/EXTERIOR MASONRY/ROOFS,7700000,CIP,Q071,62-85 FOREST AVENUE,Queens,11385,Q,40.711203,-73.905286,405,30,595,4083519,4034920007,Ridgewood,"(40.711203, -73.905286)",05/05/2019
P.S. 282 - BROOKLYN,K,13,LSP VACUUM PUMP,99668.39,CIP,K282,180 6TH AVENUE,Brooklyn,11217,K,40.67634,-73.977367,306,39,131,3019597,3009500024,Park Slope-Gowanus,"(40.67634, -73.977367)",05/05/2019
GROVER CLEVELAND HS - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,966000,CIP,Q485,21-27 HIMROD STREET,Queens,11385,Q,40.711033,-73.908814,405,30,595,4080227,4033630001,Ridgewood,"(40.711033, -73.908814)",05/05/2019
P.S. 116 - MANHATTAN,M,2,FY18 RESO A SAFETY SYSTEMS,144450,CIP,M116,210 EAST 33 STREET,Manhattan,10016,M,40.744838,-73.978116,106,2,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.744838, -73.978116)",05/05/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,EXTERIOR MASONRY/PARAPETS/ROOFS,20195000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,K,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",05/05/2019
P.S. 30 - MANHATTAN,M,5,ROOFS/EXTERIOR MASONRY,4377000,CIP,M030,144-176 EAST 128 STREET,Manhattan,10035,M,40.805953,-73.935179,111,9,242,1054502,1017760020,East Harlem North,"(40.805953, -73.935179)",05/05/2019
GROVER CLEVELAND HS - QUEENS,Q,24,FY18 RESO A ELECTRICAL SYSTEM,415000,CIP,Q485,21-27 HIMROD STREET,Queens,11385,Q,40.711033,-73.908814,405,30,595,4080227,4033630001,Ridgewood,"(40.711033, -73.908814)",05/05/2019
3K CENTER @ 101 AVENUE - QUEENS,Q,27,Lease,7622911,CAP,Q474,104-06 101 AVENUE,Queens,11416,Q,40.686281,-73.838882,409,28,112,4198431,4094220001,Richmond Hill,"(40.686281, -73.838882)",05/05/2019
EAST SIDE COMMUNITY SCHOOL,M,1,FIFTH FLOOR CEILING REPLACEMENT,150000,CIP,M060,420 EAST 12 STREET,Manhattan,10009,M,40.729589,-73.982555,103,2,34,1005974,1004390017,East Village,"(40.729589, -73.982555)",05/05/2019
THE SCHOLARS ACADEMY - QUEENS,Q,27,CONDENSATION RESOLUTION,21648,CIP,Q180,320 BEACH 104 STREET,Queens,11694,Q,40.584109,-73.825711,414,32,938,4303722,4161590012,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.584109, -73.825711)",05/05/2019
P.S. 164 - QUEENS,Q,25,FY19 RESO A LIBRARY UPGRADE,47680,CIP,Q164,138-01 77 AVENUE,Queens,11367,Q,40.720924,-73.823362,408,24,77902,4142980,4066060002,Kew Gardens Hills,"(40.720924, -73.823362)",05/05/2019
P.S. 175 HENRY H GARNET - M,M,5,FY18 RESO A AUDITORIUM  UPGRADE,65800,CIP,M175,175 WEST 134 STREET,Manhattan,10030,M,40.814422,-73.943664,110,9,228,1058248,1019190006,Central Harlem North-Polo Grounds,"(40.814422, -73.943664)",05/05/2019
D75 REPLACEMENT @ 15 FAIRFIELD STREET - STATEN ISLAND,R,75,New,36764000,CAP,R089,15 FAIRFIELD STREET,Staten Is,10308,R,40.56397,-74.150885,503,51,14605,5061911,5045860001,Great Kills,"(40.56397, -74.150885)",05/05/2019
HILLCREST HS - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE,602000,CIP,Q505,160-05 HIGHLAND AVENUE,Queens,11432,Q,40.709446,-73.80166,408,24,448,4448767,4097740001,Briarwood-Jamaica Hills,"(40.709446, -73.80166)",05/05/2019
P.S. 143 - QUEENS,Q,24,Addition,87980000,CAP,Q143,34-74 113 STREET,Queens,11368,Q,40.755451,-73.855192,403,21,381,4043827,4017560025,North Corona,"(40.755451, -73.855192)",05/05/2019
P.S. 46 - BROOKLYN,K,13,"LSP- VACUUM/PUMP CONDENSATE PUMPS, THERMOSTAT, CHEMICAL FEED SYSTEM",92100,CIP,K046,100 CLERMONT AVENUE,Brooklyn,11205,K,40.694633,-73.971165,302,35,187,3058088,3020450011,Fort Greene,"(40.694633, -73.971165)",05/05/2019
WEST END SECONDARY SCHOOL - MANHATTAN,M,78,Lease,13694000,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,M,40.772007,-73.987479,107,6,151,1030328,1011540108,Lincoln Square,"(40.772007, -73.987479)",05/05/2019
LIFE SCIENCE SECONDARY SCHOOL,M,2,HAZARDOUS-FACADE REPAIR,2927510,CIP,M645,320 EAST 96 STREET,Manhattan,10128,M,40.783625,-73.945637,108,5,15601,1050338,1015580034,Yorkville,"(40.783625, -73.945637)",05/05/2019
SUSAN E. WAGNER HS - STATEN IS,R,31,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,28898919,CIP,R460,1200 MANOR ROAD,Staten Island,10314,R,40.596803,-74.124227,502,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.596803, -74.124227)",05/05/2019
SATELLITE AT FORSYTHE,M,1,PARAPET/FLOOD ELIMINATION/EXTERIOR MASONRY/ROOFS,9958000,CIP,M510,198 FORSYTH STREET,Manhattan,10002,M,40.72252,-73.990728,103,1,3601,1005626,1004220072,Chinatown,"(40.72252, -73.990728)",05/05/2019
P.S. 195 - BRONX,X,12,FY17 RESO A AUDITORIUM UPGRADE,744960,CIP,X077,1250 WARD AVENUE,Bronx,10472,X,40.830087,-73.877603,209,18,54,2088553,2037750025,West Farms-Bronx River,"(40.830087, -73.877603)",05/05/2019
HERBERT H. LEHMAN HS - X,X,8,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,518228,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,X,40.840702,-73.838545,210,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)",05/05/2019
P.S. 66 - BROOKLYN,K,18,FIRE ALARM SYSTEM REPLACEMENT,1047000,CIP,K066,845 EAST 96 STREET,Brooklyn,11236,K,40.64883,-73.907774,318,42,970,3325418,3081290060,Canarsie,"(40.64883, -73.907774)",05/05/2019
P.S. @ 4302 4TH AVENUE - BROOKLYN,K,15,Demo,16666000,CAP,K557,4302 4TH AVENUE,Brooklyn,11232,K,40.650305,-74.008602,307,38,82,3337162,3007280036,Sunset Park West,"(40.650305, -74.008602)",05/05/2019
X721 SPED - BRONX,X,11,EXT MSNRY WATER PENETR/WINDOW/ROOF/ FLOOD/PARAPET,9394223,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461,X,40.842289,-73.838949,211,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square,"(40.842289, -73.838949)",05/05/2019
I.S. 73 - QUEENS,Q,24,LOW VOLT ELECTRICAL SYSTEMS,925000,CIP,Q073,70-02 54 AVENUE,Queens,11378,Q,40.729215,-73.893624,405,30,49302,4058611,4025030031,Maspeth,"(40.729215, -73.893624)",05/05/2019
MILLENNIUM HS - MANHATTAN,M,2,FY19 RESO A AUDITORIUM UPGRADE,84542,CIP,M824,75 BROAD STREET,Manhattan,10004,M,40.704541,-74.011552,101,1,9,1000849,1000290070,Battery Park City-Lower Manhattan,"(40.704541, -74.011552)",05/05/2019
HERBERT H. LEHMAN HS - X,X,8,GAS METER ROOM COMPLIANCE PROJECT,14432,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,X,40.840702,-73.838545,210,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)",05/05/2019
P.S. 47 - QUEENS,Q,27,ROOFS,3468000,CIP,Q047,9 POWER ROAD,Queens,11693,Q,40.606353,-73.820445,414,32,107201,4448968,4153130485,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.606353, -73.820445)",05/05/2019
P.S. 7 - BROOKLYN,K,19,LSP- VACUUM CONDENSATE PUMPS,52000,CIP,K007,858 JAMAICA AVENUE,Brooklyn,11208,K,40.689697,-73.873109,305,37,118201,3090998,3041060039,Cypress Hills-City Line,"(40.689697, -73.873109)",05/05/2019
P.S. 132 - MANHATTAN,M,6,ELECTRICAL WORK FOR A/C INITIATIVE,57415,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,M,40.850626,-73.934377,112,10,271,1063947,1021650026,Washington Heights North,"(40.850626, -73.934377)",05/05/2019
P.S./I.S. 217 - MANHATTAN,M,2,FY14 RESO A GREEN ROOF,1615100,CIP,M271,645 MAIN STREET,Manhattan,10044,M,40.763894,-73.947916,108,5,23802,1084848,1013730001,Lenox Hill-Roosevelt Island,"(40.763894, -73.947916)",05/05/2019
P.S. 166 - QUEENS,Q,30,FY18 RESO A AUDITORIUM  UPGRADE,31640,CIP,Q166,33-09 35 AVENUE,Queens,11106,Q,40.757309,-73.926733,401,26,57,4008220,4006100001,Astoria,"(40.757309, -73.926733)",05/05/2019
THE RIVERSIDE SCHOOL - MANHATTAN,M,3,New,74425721,CAP,M342,300 WEST 61ST STREET,Manhattan,10023,M,40.772883,-73.989609,107,6,151,1088870,1011717510,Lincoln Square,"(40.772883, -73.989609)",05/05/2019
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7221000,CIP,Q177,56-37 188 STREET,Queens,11365,Q,40.74391,-73.788133,411,20,1417,4128231,4056740002,Auburndale,"(40.74391, -73.788133)",05/05/2019
P.S. 340 ANNEX - BRONX,X,10,New,46670000,CAP,X448,25 WEST 195TH STREET,Bronx,10468,X,40.869007,-73.89749,207,11,409,2101862,2032470015,Van Cortlandt Village,"(40.869007, -73.89749)",05/05/2019
P.S. 130 - MANHATTAN,M,2,FY18 RESO A AUDITORIUM  UPGRADE,96560,CIP,M130,143 BAXTER STREET,Manhattan,10013,M,40.718903,-73.998438,102,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy,"(40.718903, -73.998438)",05/05/2019
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,K,40.665035,-73.959031,309,35,325,3034356,3013010001,Crown Heights South,"(40.665035, -73.959031)",05/05/2019
I.S. 210 - QUEENS,Q,27,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,508000,CIP,Q210,93-11 101 AVENUE,Queens,11416,Q,40.683858,-73.84747,409,32,38,4188567,4090670001,Woodhaven,"(40.683858, -73.84747)",05/05/2019
I.S. 93 - QUEENS,Q,24,ACCESSIBILITY/WINDOWS/ROOFS/EXT MASONRY/PARAPETS,19726000,CIP,Q093,66-56 FOREST AVENUE,Queens,11385,Q,40.706041,-73.902584,405,30,589,4083511,4034900001,Ridgewood,"(40.706041, -73.902584)",05/05/2019
P.S. 40 - QUEENS,Q,28,EXTERIOR MASONRY/TCU REMOVAL & PLAYGROUND/FLOOD,9947450,CIP,Q040,109-20 UNION HALL STREET,Queens,11433,Q,40.694125,-73.790675,412,28,260,4263341,4121510001,South Jamaica,"(40.694125, -73.790675)",05/05/2019
P.S. 330 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,62500,CIP,Q287,110-08 NORTHERN BOULEVARD,Queens,11368,Q,40.75788,-73.859201,403,21,381,4540018,4017250001,North Corona,"(40.75788, -73.859201)",05/05/2019
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,15829000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,M,40.785258,-73.941526,111,8,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",05/05/2019
P.S. 33 ANNEX - BRONX,X,10,New,44929000,CAP,X347,2424 JEROME AVENUE,Bronx,10468,X,40.86185,-73.90176,205,14,239,2014099,2031880020,Fordham South,"(40.86185, -73.90176)",05/05/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,365000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,K,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",05/05/2019
P.S. 1 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,6960000,CIP,R701,58 SUMMIT STREET,Staten Island,10307,R,40.509037,-74.244118,503,51,24401,5107854,5078980001,Charleston-Richmond Valley-Tottenville,"(40.509037, -74.244118)",05/05/2019
P.S. 167 - BROOKLYN,K,17,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,10104000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,K,40.669001,-73.934635,308,35,353,3037303,3013890035,Crown Heights North,"(40.669001, -73.934635)",05/05/2019
I.S. 88 - BROOKLYN,K,15,ELECTRICAL WORK FOR A/C INITIATIVE,263000,CIP,K088,544 7TH AVENUE,Brooklyn,11215,K,40.660024,-73.987637,307,38,147,3331276,3008800001,Sunset Park West,"(40.660024, -73.987637)",05/05/2019
P.S. 134 - BRONX,X,12,MINI BUILDING CONDITIONS/PLAYGROUND REDEVELOPMENT,3450000,CIP,X134,1330 BRISTOW STREET,Bronx,10459,X,40.831194,-73.894773,203,17,153,2010273,2029650082,Crotona Park East,"(40.831194, -73.894773)",05/05/2019
J.H.S. 157 - QUEENS,Q,28,FY16 RESO A ROOM CONVERSIONS / PART,229500,CIP,Q157,63-55 102ND STREET,Queens,11374,Q,40.732289,-73.853825,406,29,721,4442846,4021260014,Forest Hills,"(40.732289, -73.853825)",05/05/2019
P.S. 171 - MANHATTAN,M,4,FLOOD ELIM/WINDOWS/EXT MASONRY/HEATING PLANT UPG,16691000,CIP,M171,19 EAST 103 STREET,Manhattan,10029,M,40.792122,-73.951961,111,8,168,1051497,1016090007,East Harlem South,"(40.792122, -73.951961)",05/05/2019
P.S. 158 - BROOKLYN,K,19,STRUCTURAL DEFECTS,497001,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,K,40.672579,-73.884803,305,37,1150,3089176,3040150001,East New York,"(40.672579, -73.884803)",05/05/2019
ACADEMY OF AMERICAN STUDIES - QUEENS,Q,78,New,84600000,CAP,Q575,40-11 28 STREET,Queens,11101,Q,40.75239,-73.93665,401,26,33,4000000,4004040001,Queensbridge-Ravenswood-Long Island City,"(40.75239, -73.93665)",05/05/2019
FIORELLO LAGUARDIA HS - MANHAT,M,3,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,351000,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10023,M,40.773629,-73.985273,107,6,151,1030341,1011560030,Lincoln Square,"(40.773629, -73.985273)",05/05/2019
P.S. 107 - BROOKLYN,K,15,EXTERIOR MASONRY/ROOFS/PARAPETS,4242000,CIP,K107,1301 8TH AVENUE,Brooklyn,11215,K,40.663251,-73.981289,306,39,167,3026517,3011010001,Park Slope-Gowanus,"(40.663251, -73.981289)",05/05/2019
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000,CIP,X009,230 EAST 183 STREET,Bronx,10458,X,40.857067,-73.898936,205,15,38301,2013561,2031500010,Fordham South,"(40.857067, -73.898936)",05/05/2019
BROOKLYN SCHOOL FOR MATH AND R,K,32,LOW VOLT/ELECTRICAL WORK FOR A/C INITIATIVE,2100000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,K,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",05/05/2019
P.S. 133 - QUEENS,Q,26,FY15 RESO A PLAYGROUND REDEVELOPMENT,2390000,CIP,Q133,248-05 86 AVENUE,Queens,11426,Q,40.731729,-73.717859,413,23,157101,4175739,4086160001,Bellerose,"(40.731729, -73.717859)",05/05/2019
NORTH BRONX SCHOOL OF EMPOWERM,X,11,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,800000,CIP,X113,3710 BARNES AVENUE,Bronx,10467,X,40.880873,-73.860904,212,12,390,2058396,2046750020,Williamsbridge-Olinville,"(40.880873, -73.860904)",05/05/2019
P.S. 184 - MANHATTAN,M,1,PLAYGROUNDS,1353309.93,CIP,M137,327 CHERRY STREET,Manhattan,10002,M,40.711549,-73.986542,103,1,201,1003143,1002450007,Lower East Side,"(40.711549, -73.986542)",05/05/2019
WILLIAM C. BRYANT HS - QUEENS,Q,30,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,567000,CIP,Q445,48-10 31 AVENUE,Queens,11103,Q,40.75823,-73.910514,401,26,163,4013655,4007380002,Astoria,"(40.75823, -73.910514)",05/05/2019
P.S. 279 - BROOKLYN,K,18,FY19 RESO A PLAYGROUND,46000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236,K,40.644203,-73.892264,318,46,986,3326733,3082300001,Canarsie,"(40.644203, -73.892264)",05/05/2019
3K CENTER @ 100-02 ROCKAWAY BOULEVARD - QUEENS,Q,27,Lease,13640000,CAP,Q468,100-02 ROCKAWAY BOULEVARD,Queens,11417,Q,40.679938,-73.839399,410,32,864,4202778,4095390001,South Ozone Park,"(40.679938, -73.839399)",05/05/2019
TOWNSEND HARRIS HS - Q,Q,25,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,179000,CIP,Q515,149-11 MELBOURNE AVENUE,Queens,11367,Q,40.73439,-73.821392,408,24,809,4538714,4065070200,Kew Gardens Hills,"(40.73439, -73.821392)",05/05/2019
P.S. @ 736 48TH STREET - BROOKLYN,K,15,Lease,7828000,CAP,K682,736 48TH STREET,Brooklyn,11220,K,40.643018,-74.003856,307,38,108,3332092,3007770001,Sunset Park East,"(40.643018, -74.003856)",05/05/2019
P.S. 138 - BRONX,X,8,AUDITORIUM UPGRADE,1826400,CIP,X138,2060 LAFAYETTE AVENUE,Bronx,10473,X,40.822665,-73.853366,209,18,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park,"(40.822665, -73.853366)",05/05/2019
P.S. 132 - MANHATTAN,M,6,IRON FENCE/FY16 RESO PLAYGRD/WATER INFILTRA/BOILER,8888000,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,M,40.850626,-73.934377,112,10,271,1063947,1021650026,Washington Heights North,"(40.850626, -73.934377)",05/05/2019
"QNS HS OF TEACH., LIB. ARTS&SC",Q,26,FY18 RESO A SECURITY CAMERAS,385000,CIP,Q566,74-20 COMMONWEALTH BLVD,Queens,11426,Q,40.746088,-73.727535,413,23,1567,4529899,4078700072,Bellerose,"(40.746088, -73.727535)",05/05/2019
RALPH R. MCKEE CAREER AND TECH,R,31,LSP VENTILATION/DUST COLLECTION SYSTEM,79200,CIP,R600,290 ST MARKS PLACE,Staten Island,10301,R,40.642793,-74.07873,501,49,9,5000314,5000190004,West New Brighton-New Brighton-St. George,"(40.642793, -74.07873)",05/05/2019
P.S. 41 - QUEENS,Q,26,FY17 RESO A ELECTRICAL SYSTEMS,1392283,CIP,Q041,214-43 35 AVENUE,Queens,11361,Q,40.769601,-73.770863,411,19,1097,4135975,4061210001,Bayside-Bayside Hills,"(40.769601, -73.770863)",05/05/2019
P.S. 129 - QUEENS,Q,25,Addition,45570000,CAP,Q129,128-02 7TH AVENUE,Queens,11356,Q,40.790638,-73.839771,407,19,945,4096774,4039760001,Whitestone,"(40.790638, -73.839771)",05/05/2019
P.S. 93 - BRONX,X,8,ROOFS/EXTERIOR MASONRY/PARAPETS,2627000,CIP,X093,1535 STORY AVENUE,Bronx,10473,X,40.821776,-73.876918,209,17,28,2097341,2036520001,Soundview-Castle Hill-Clason Point-Harding Park,"(40.821776, -73.876918)",05/05/2019
I.S. 123 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,264717.25,CIP,X123,1025 MORRISON AVENUE,Bronx,10472,X,40.825403,-73.873666,209,18,48,2087014,2037180001,Soundview-Bruckner,"(40.825403, -73.873666)",05/05/2019
P.S. 150 - BRONX,X,12,FY18 RESO A SUPPLEMENTAL COOLING,372000,CIP,X150,920 EAST 167 STREET,Bronx,10459,X,40.82636,-73.894398,202,17,12701,2005681,2027170005,Hunts Point,"(40.82636, -73.894398)",05/05/2019
P.S. 14 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,53000,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,Q,40.74056,-73.854131,404,21,439,4437311,4019540037,Corona,"(40.74056, -73.854131)",05/05/2019
P.S. 315 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE,53000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,K,40.632562,-73.954724,314,45,772,3205780,3075510026,Flatbush,"(40.632562, -73.954724)",05/05/2019
P.S. 21 - QUEENS,Q,25,CEILNG REPAIR,339724,CIP,Q021,147-36 26TH AVENUE,Queens,11354,Q,40.774512,-73.819284,407,19,1047,4108665,4048030001,Murray Hill,"(40.774512, -73.819284)",05/05/2019
BARD COLLEGE HS - MANHATTAN,M,1,FY18 RESO A AUDITORIUM  UPGRADE,51812,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,M,40.719029,-73.975891,103,2,1002,1004062,1003250025,Lower East Side,"(40.719029, -73.975891)",05/05/2019
WASHINGTON IRVING H.S.,M,2,WATER STORAGE TANK,1189512,CIP,M460,40 IRVING PLACE,Manhattan,10003,M,40.735494,-73.987659,106,2,50,1017828,1008720057,Gramercy,"(40.735494, -73.987659)",05/05/2019
P.S. 161 - MANHATTAN,M,5,FY19 RESO A AUDITORIUM UPGRADE,43000,CIP,M161,499 WEST 133 STREET,Manhattan,10027,M,40.81755,-73.953041,109,9,21303,1059645,1019710001,Manhattanville,"(40.81755, -73.953041)",05/05/2019
P.S. 213 - BROOKLYN,K,19,PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,7287000,CIP,K213,580 HEGEMAN AVENUE,Brooklyn,11207,K,40.66051,-73.890288,305,42,1104,3097334,3043240001,East New York,"(40.66051, -73.890288)",05/05/2019
MOTT HAVEN COMMUNITY HIGH SCHO,X,7,FLOOD ELIMINATION/WINDOWS,3658000,CIP,X655,455 SOUTHERN BLVD,Bronx,10455,X,40.810803,-73.907015,201,8,35,2003883,2025760026,Mott Haven-Port Morris,"(40.810803, -73.907015)",05/05/2019
P.S. 108 - BROOKLYN,K,19,ENYPLAGROUND UPGRADE,244000,CIP,K108,200 LINWOOD STREET,Brooklyn,11208,K,40.681268,-73.884063,305,37,117202,3087131,3039260045,Cypress Hills-City Line,"(40.681268, -73.884063)",05/05/2019
P.S. 215 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS,3028000,CIP,K215,415 AVENUE S,Brooklyn,11223,K,40.602084,-73.970013,315,47,41401,3178584,3066810169,Homecrest,"(40.602084, -73.970013)",05/05/2019
P.S. 197 - BROOKLYN,K,22,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,12370000,CIP,K197,1599 EAST 22 STREET,Brooklyn,11210,K,40.612623,-73.951906,314,48,546,3182169,3067690018,Midwood,"(40.612623, -73.951906)",05/05/2019
P.S. 161 - QUEENS,Q,28,FY19 RESO A LIBRARY UPGRADE,42450,CIP,Q161,101-33 124TH STREET,Queens,11419,Q,40.690798,-73.821657,409,28,156,4200748,4094910001,Richmond Hill,"(40.690798, -73.821657)",05/05/2019
HS FOR HEALTH CAREER & SCIENCE,M,6,ELECTRICAL WORK FOR A/C INITIATIVE,210000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,M,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)",05/05/2019
JULIA RICHMAN H.S.,M,2,LL 41/16 COMPLIANCE,19998.32,CIP,M480,317 EAST 67 STREET,Manhattan,10065,M,40.765359,-73.960059,108,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island,"(40.765359, -73.960059)",05/05/2019
P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400,CIP,Q254,84-40 101ST STREET,Queens,11418,Q,40.697961,-73.84796,409,32,24,4191296,4091770023,Richmond Hill,"(40.697961, -73.84796)",05/05/2019
I.S. 447 - BRONX,X,10,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,334999,CIP,X115,120 EAST 184 STREET,Bronx,10468,X,40.859752,-73.900161,205,14,23703,2013899,2031720046,Fordham South,"(40.859752, -73.900161)",05/05/2019
P.S. 63 - MANHATTAN,M,1,FY17 RESO A SECURITY CAMERAS,466000,CIP,M063,121 EAST 3 STREET,Manhattan,10009,M,40.724117,-73.986381,103,2,32,1005760,1004310014,East Village,"(40.724117, -73.986381)",05/05/2019
Q009 SPED - QUEENS,Q,24,EXT MASONRY/PARAPETS/FLOOD/ACCESSIBILITY/FA/ROOFS,11338933,CIP,Q009,58-74 57 STREET,Queens,11378,Q,40.718935,-73.912208,405,30,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)",05/05/2019
P.S. 159 - QUEENS,Q,26,FLOOD ELIMINATION,1304910,CIP,Q159,205-01 33 AVENUE,Queens,11361,Q,40.76936,-73.783943,411,19,1099,4134525,4060380013,Bayside-Bayside Hills,"(40.76936, -73.783943)",05/05/2019
P.S. 199 - QUEENS,Q,24,EXTERIOR MASONRY/PARAPETS,2580000,CIP,Q199,39-20 48 AVENUE,Queens,11104,Q,40.740088,-73.926214,402,26,189,4002915,4002060003,Hunters Point-Sunnyside-West Maspeth,"(40.740088, -73.926214)",05/05/2019
P.S. 131 - BROOKLYN,K,15,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,12900000,CIP,K131,4305 FT HAMILTON PKWY,Brooklyn,11219,K,40.641157,-73.993482,312,39,224,3136085,3056030001,Borough Park,"(40.641157, -73.993482)",05/05/2019
P.S. 121 - BROOKLYN,K,21,FY15 RESO A AIR CONDITIONING SPLIT SYSTEM,370000,CIP,K121,5301 20TH AVENUE,Brooklyn,11204,K,40.623273,-73.978822,312,44,464,3253281,3054951101,Borough Park,"(40.623273, -73.978822)",05/05/2019
THE BROOKLYN SCHOOL OF INQUIRY,K,21,RESO A ROOFTOP GREENHOUSE,2947000,CIP,K237,50 AVENUE P,Brooklyn,11204,K,40.60731,-73.986595,311,44,428,3396829,3066180001,Bensonhurst East,"(40.60731, -73.986595)",05/05/2019
