School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 24 - BROOKLYN,K,15,FY18 RESO A PLAYGROUNDS,319000,CIP,K024,427 38TH STREET,Brooklyn,11232,BROOKLYN,40.652701,-74.004743,307,38,84,3346119,3007010001,Sunset Park West,"(40.652701, -74.004743)",11/01/2019
P.S. 277 - BROOKLYN,K,22,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,5731000,CIP,K277,2529 GERRITSEN AVENUE,Brooklyn,11229,BROOKLYN,40.596145,-73.928793,318,46,666,3242369,3085900650,park-cemetery-etc-Brooklyn,"(40.596145, -73.928793)",11/01/2019
LIFE SCIENCE SECONDARY SCHOOL,M,2,LSP HOT WATER HEATER,74000,CIP,M645,320 EAST 96 STREET,Manhattan,10128,MANHATTAN,40.783625,-73.945637,108,5,15601,1050338,1015580034,Yorkville,"(40.783625, -73.945637)",11/01/2019
P.S. 92 - MANHATTAN,M,5,COLLAPSED WALL,4621599,CIP,M092,222 WEST 134 STREET,Manhattan,10030,MANHATTAN,40.815016,-73.945123,110,9,226,1058808,1019390011,Central Harlem North-Polo Grounds,"(40.815016, -73.945123)",11/01/2019
P.S. 88 - QUEENS,Q,24,LOW VOLTAGE ELECTRICAL SYSTEM,876800,CIP,Q088,60-85 CATALPA AVENUE,Queens,11385,QUEENS,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",11/01/2019
FOREST HILLS HS - QUEENS,Q,28,HAZARDOUS VIOLATION- FACADE/EXTERIOR DOORS,11760000,CIP,Q440,67-01 110 STREET,Queens,11375,QUEENS,40.729402,-73.845637,406,29,747,4052143,4021890002,Forest Hills,"(40.729402, -73.845637)",11/01/2019
JOHN ADAMS HS - QUEENS,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE,729000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,11417,QUEENS,40.679487,-73.836476,410,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)",11/01/2019
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,5580000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS,40.756778,-73.729487,411,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck,"(40.756778, -73.729487)",11/01/2019
ACHIEVEMENT FIRST ASPIRE CHART,K,19,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,4666000,CIP,K202,982 HEGEMAN AVENUE,Brooklyn,11208,BROOKLYN,40.666417,-73.876563,305,42,1116,3098664,3044770001,East New York,"(40.666417, -73.876563)",11/01/2019
P.S. 174 - QUEENS,Q,28,FY16 RESO A SUPPLEMENTAL COOLING,474440,CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,QUEENS,40.720924,-73.86135,406,29,69702,4073904,4031340024,Rego Park,"(40.720924, -73.86135)",11/01/2019
3K CENTER @ 92-80 220TH STREET - QUEENS,Q,29,Lease,14759800,CAP,Q442,92-80 220 STREET,Queens,11428,QUEENS,40.723336,-73.736561,413,23,560,4229342,4107040020,Queens Village,"(40.723336, -73.736561)",11/01/2019
FORT HAMILTON HS - K,K,20,MASONRY DEFECTS/ROOFS/FLOOD ELIMINATION/PARAPETS,27719000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627898,-74.039985,310,43,46,3152318,3060130001,Bay Ridge,"(40.627898, -74.039985)",11/01/2019
P.S. 112 - QUEENS,Q,30,ROOFS/PARAPETS/EXTERIOR MASONRY,6198000,CIP,Q112,25-05 37 AVENUE,Queens,11101,QUEENS,40.756891,-73.934523,401,26,33,4004170,4003440001,Queensbridge-Ravenswood-Long Island City,"(40.756891, -73.934523)",11/01/2019
NEW UTRECHT HS - BROOKLYN,K,20,WATER PENETRATION,2275000,CIP,K445,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,311,43,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",11/01/2019
P.S. 22 - STATEN ISLAND,R,31,ELECTRICAL WORK FOR A/C INITIATIVE,319995,CIP,R022,1860 FOREST AVENUE,Staten Island,10303,STATEN IS,40.625369,-74.15097,501,49,30302,5107239,5017060001,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"(40.625369, -74.15097)",11/01/2019
I.S. 93 - QUEENS,Q,24,ACCESSIBILITY/WINDOWS/ROOFS/EXTERIOR MASONRY/PARAPETS,19726000,CIP,Q093,66-56 FOREST AVENUE,Queens,11385,QUEENS,40.706041,-73.902584,405,30,589,4083511,4034900001,Ridgewood,"(40.706041, -73.902584)",11/01/2019
K753 SPED - BROOKLYN,K,13,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,4827000,CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN,40.682533,-73.968769,302,35,179,3057521,3020080001,Fort Greene,"(40.682533, -73.968769)",11/01/2019
HS FOR HEALTH CAREER & SCIENCE,M,6,WATER MAIN- BACKFLOW ISSUE,890000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,MANHATTAN,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)",11/01/2019
AUGUST MARTIN HS - QUEENS,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE,485000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS,40.675633,-73.783342,412,28,294,4265978,4122610001,Springfield Gardens North,"(40.675633, -73.783342)",11/01/2019
COMMUNITY VOICES MIDDLE SCHOOL,Q,29,FY18 RESO A SUPPLEMENTAL COOLING,852000,CIP,Q231,145-00 SPRINGFIELD BLVD,Queens,11413,QUEENS,40.664608,-73.758784,413,31,320,4285682,4133310001,Springfield Gardens South-Brookville,"(40.664608, -73.758784)",11/01/2019
P.S. 58 - BROOKLYN,K,15,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,5838000,CIP,K058,330 SMITH STREET,Brooklyn,11231,BROOKLYN,40.680415,-73.994754,306,39,77,3007547,3004490015,Carroll Gardens-Columbia Street-Red Hook,"(40.680415, -73.994754)",11/01/2019
P.S. 148 - QUEENS,Q,30,ROOFS/EXTERIOR MASONRY,3580000,CIP,Q148,89-02 32 AVENUE,Queens,11369,QUEENS,40.758377,-73.879089,403,25,339,4034841,4014190001,Jackson Heights,"(40.758377, -73.879089)",11/01/2019
COY L. COX SCHOOL,K,15,DEFECTIVE EXTERIOR WALL/FLOOD ELIMINATION/PARAPETS/ROOFS,4525000,CIP,K369,383 STATE STREET,Brooklyn,11217,BROOKLYN,40.687257,-73.983579,302,33,41,3000567,3001720055,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.687257, -73.983579)",11/01/2019
RALPH R. MCKEE CAREER AND TECH,R,31,EXTERIOR MASONRY/PARAPETS/ROOFS/FLOOD ELIMINATION,14559000,CIP,R600,290 ST MARKS PLACE,Staten Island,10301,STATEN IS,40.642793,-74.07873,501,49,9,5000314,5000190004,West New Brighton-New Brighton-St. George,"(40.642793, -74.07873)",11/01/2019
P.S. 18 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,850500,CIP,X018,502 MORRIS AVENUE,Bronx,10451,BRONX,40.816406,-73.92329,201,8,51,2000816,2023240008,Mott Haven-Port Morris,"(40.816406, -73.92329)",11/01/2019
P.S. 206 - QUEENS,Q,28,EARLY PACKAGE TO RENOVATE ECC PLAYGROUND,579990,CIP,Q206,61-21 97TH PLACE,Queens,11374,QUEENS,40.73425,-73.861546,406,29,71702,4050414,4020830123,Rego Park,"(40.73425, -73.861546)",11/01/2019
FLUSHING HS - QUEENS,Q,25,PARAPETS/EXTERIOR MASONRY/ROOFS,9200000,CIP,Q460,35-01 UNION STREET,Queens,11354,QUEENS,40.765166,-73.82789,407,20,1161,4113172,4050020001,Flushing,"(40.765166, -73.82789)",11/01/2019
J.H.S. 172 - QUEENS,Q,26,FY18 RESO A LOCKER ROOM UPGRADE,71894.65,CIP,Q172,81-14 257 STREET,Queens,11004,QUEENS,40.741944,-73.712965,413,23,157902,4178464,4087310004,Glen Oaks-Floral Park-New Hyde Park,"(40.741944, -73.712965)",11/01/2019
M.S./H.S. 141 - BRONX,X,10,IPDVS CAMERA INSTALLATION,660000,CIP,X141,660 WEST 237 STREET,Bronx,10463,BRONX,40.888338,-73.913486,208,11,309,2085870,2059180376,North Riverdale-Fieldston-Riverdale,"(40.888338, -73.913486)",11/01/2019
JAMES MADISON HS - BROOKLYN,K,22,FY16 RESO A AUDITORIUM UPGRADE,680000,CIP,K425,3787 BEDFORD AVENUE,Brooklyn,11229,BROOKLYN,40.609912,-73.948512,315,48,642,3182721,3067880001,Madison,"(40.609912, -73.948512)",11/01/2019
P.S. 94 - BROOKLYN,K,15,FY19 RESO A IPDVS CAMERA INSTALLATION,264000,CIP,K094,5010 6TH AVENUE,Brooklyn,11220,BROOKLYN,40.64366,-74.008252,307,38,98,3332126,3007920026,Sunset Park East,"(40.64366, -74.008252)",11/01/2019
JULIA RICHMAN H.S.,M,2,LL 41-16 COMPLIANCE,19998.32,CIP,M480,317 EAST 67 STREET,Manhattan,10065,MANHATTAN,40.765359,-73.960059,108,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island,"(40.765359, -73.960059)",11/01/2019
P.S. 175 - BRONX,X,11,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,34570,CIP,X175,200 CITY ISLAND AVENUE,Bronx,10464,BRONX,40.843873,-73.785219,210,13,516,2082444,2056410280,Pelham Bay-Country Club-City Island,"(40.843873, -73.785219)",11/01/2019
QUEENS COLLEGIATE SCHOOL - QUE,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE,540783,CIP,Q470,167-01 GOTHIC DRIVE,Queens,11432,QUEENS,40.713218,-73.797237,408,24,452,4448806,4098580100,Briarwood-Jamaica Hills,"(40.713218, -73.797237)",11/01/2019
P.S. 37 - BRONX,X,10,FLOOD ELIMINATION,668000,CIP,X037,360 W 230TH STREET,Bronx,10463,BRONX,40.880263,-73.910466,208,11,29302,2097990,2057160725,Spuyten Duyvil-Kingsbridge,"(40.880263, -73.910466)",11/01/2019
P.S. 199 - QUEENS,Q,24,PLAYGROUND REDEVELOPMENT,1298000,CIP,Q199,39-20 48 AVENUE,Queens,11104,QUEENS,40.740088,-73.926214,402,26,189,4002915,4002060003,Hunters Point-Sunnyside-West Maspeth,"(40.740088, -73.926214)",11/01/2019
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEMS/KITCHEN CONVERSION,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,111,8,17401,1051584,1016140021,East Harlem South,"(40.795146, -73.948368)",11/01/2019
P.S. 119 - BRONX,X,8,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,2447991,CIP,X119,1075 PUGSLEY AVENUE,Bronx,10472,BRONX,40.828518,-73.856569,209,18,4001,2025696,2037890021,Soundview-Bruckner,"(40.828518, -73.856569)",11/01/2019
I.S. @ 47-10 BARNETT AVENUE - QUEENS,Q,30,New,68887000,CAP,Q429,47-10 BARNETT AVENUE,Queens,11104,QUEENS,40.750017,-73.915867,402,26,169,4000846,4001250010,Hunters Point-Sunnyside-West Maspeth,"(40.750017, -73.915867)",11/01/2019
P.S. 64 - MANHATTAN,M,1,FY18 RESO A GYMNASIUM UPGRADE,279500,CIP,M064,600 EAST 6 STREET,Manhattan,10009,MANHATTAN,40.724435,-73.981521,103,2,2601,1004627,1003870001,Lower East Side,"(40.724435, -73.981521)",11/01/2019
P.S. 143 ADDITION,Q,24,Addition,87980000,CAP,Q143,34-74 113 STREET,Queens,11368,QUEENS,40.755451,-73.855192,403,21,381,4043827,4017560025,North Corona,"(40.755451, -73.855192)",11/01/2019
CLARA BARTON HS - K,K,17,FY18 RESO A GYMNASIUM UPGRADE,66450,CIP,K600,901 CLASSON AVENUE,Brooklyn,11225,BROOKLYN,40.669567,-73.961962,309,35,213,3029702,3011880001,Crown Heights South,"(40.669567, -73.961962)",11/01/2019
THE BROOKLYN SCHOOL OF INQUIRY,K,21,RESO A ROOFTOP GREENHOUSE,2947000,CIP,K237,50 AVENUE P,Brooklyn,11204,BROOKLYN,40.60731,-73.986595,311,44,428,3396829,3066180001,Bensonhurst East,"(40.60731, -73.986595)",11/01/2019
P.S. 48 - STATEN ISLAND,R,31,LSP DOMESTIC HOT WATER 500- GALLON STORAGE TANK,78700,CIP,R071,1050 TARGEE STREET,Staten Island,10304,STATEN IS,40.603484,-74.091237,502,50,50,5046367,5031680004,Grasmere-Arrochar-Ft. Wadsworth,"(40.603484, -74.091237)",11/01/2019
P.S. 189 - MANHATTAN,M,6,FLOOD ELIMINATION/ROOFS/PARAPETS/EXTERIOR MASONRY/PLAYGROUND,11745000,CIP,M189,2580 AMSTERDAM AVENUE,Manhattan,10040,MANHATTAN,40.852631,-73.927604,112,10,277,1076750,1021590051,Washington Heights North,"(40.852631, -73.927604)",11/01/2019
P.S. 152 - MANHATTAN,M,6,M847 DEMOLITION/M152 PLAYGROUND REDEVELOPMENT,5822000,CIP,M847,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,112,10,283,1064149,1021730001,Washington Heights North,"(40.860412, -73.927936)",11/01/2019
P.S. 287 - BROOKLYN,K,13,ROOFS/PARAPETS/EXTERIOR MASONRY,8592000,CIP,K287,50 NAVY STREET,Brooklyn,11201,BROOKLYN,40.697901,-73.98054,302,35,23,3000203,3001110001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.697901, -73.98054)",11/01/2019
CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,69360558,CAP,R453,105B HAMILTON AVENUE,Staten Is,10301,STATEN IS,40.644735,-74.081222,501,49,7,,,West New Brighton-New Brighton-St. George,"(40.644735, -74.081222)",11/01/2019
P.S. 124 - BROOKLYN,K,15,FY16 RESO A SUPPLEMENTAL COOLING,334800,CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN,40.667545,-73.991046,306,39,141,3023391,3010340001,Park Slope-Gowanus,"(40.667545, -73.991046)",11/01/2019
P.S. 30 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,10589000,CIP,R030,200 WARDWELL AVE,Staten Island,10314,STATEN IS,40.618439,-74.132645,501,50,201,5113069,5004230009,Westerleigh,"(40.618439, -74.132645)",11/01/2019
P.S. 14 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,53000,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,QUEENS,40.74056,-73.854131,404,21,439,4437311,4019540037,Corona,"(40.74056, -73.854131)",11/01/2019
I.S. 265 - BROOKLYN,K,13,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN,40.696324,-73.97578,302,35,211,3057942,3020280001,Fort Greene,"(40.696324, -73.97578)",11/01/2019
P.S. 197 - BROOKLYN,K,22,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD ELIMINATION/PIPING REPLACEMENT,12370000,CIP,K197,1599 EAST 22 STREET,Brooklyn,11210,BROOKLYN,40.612623,-73.951906,314,48,546,3182169,3067690018,Midwood,"(40.612623, -73.951906)",11/01/2019
P.S. 91 - BRONX,X,10,FY18 RESO A GYMNASIUM UPGRADE,67490,CIP,X091,2170 AQUEDUCT AVENUE,Bronx,10453,BRONX,40.857689,-73.908349,205,14,251,2094683,2032070040,University Heights-Morris Heights,"(40.857689, -73.908349)",11/01/2019
P.S. 40 - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE/LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,133163.78,CIP,Q040,109-20 UNION HALL STREET,Queens,11433,QUEENS,40.694125,-73.790675,412,28,260,4263341,4121510001,South Jamaica,"(40.694125, -73.790675)",11/01/2019
HS OF BUSINESS - BRONX,X,9,PARAPETS/WINDOWS/EXTERIOR MASONRY/ROOFS,33700000,CIP,X410,240 EAST 172 STREET,Bronx,10457,BRONX,40.840422,-73.91091,204,16,225,2007806,2028170002,East Concourse-Concourse Village,"(40.840422, -73.91091)",11/01/2019
P.S./I.S. 218 - BRONX,X,9,FY19 RESO A SCIENCE LAB UPGRADES,494000,CIP,X235,1220 GERARD AVENUE,Bronx,10452,BRONX,40.835847,-73.920026,204,16,197,2097130,2024800008,West Concourse,"(40.835847, -73.920026)",11/01/2019
P.S. 129 ADDITION,Q,25,Addition,45570000,CAP,Q129,128-02 7TH AVENUE,Queens,11356,QUEENS,40.790638,-73.839771,407,19,945,4096774,4039760001,Whitestone,"(40.790638, -73.839771)",11/01/2019
P.S./I.S. @ 3269 ATLANTIC AVENUE - BROOKLYN,K,19,New,82820000,CAP,K667,3269 ATLANTIC AVENUE,Brooklyn,11218,BROOKLYN,40.680655,-73.875152,305,37,1178,,,Cypress Hills-City Line,"(40.680655, -73.875152)",11/01/2019
SUCCESS ACADEMY CHARTER SCHOOL,K,14,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7606000,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,11206,BROOKLYN,40.697152,-73.946641,303,36,257,3048517,3017430018,Bedford,"(40.697152, -73.946641)",11/01/2019
MARTIN VAN BUREN HS - QUEENS,Q,26,LSP- GYM WATER PENETRATION,6161,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,413,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)",11/01/2019
FREDERICK DOUGLAS ACADEMY - M,M,5,ELECTRICAL WORK FOR A/C INITIATIVE,589000,CIP,M010,2581 7TH AVENUE,Manhattan,10039,MANHATTAN,40.824319,-73.93712,110,9,236,1060198,1020160100,Central Harlem North-Polo Grounds,"(40.824319, -73.93712)",11/01/2019
P.S. 146 - BROOKLYN,K,15,DETERIORATED MASONRY,3939000,CIP,K142,610 HENRY STREET,Brooklyn,11231,BROOKLYN,40.68007,-74.001377,306,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook,"(40.68007, -74.001377)",11/01/2019
P.S. 46 ADDITION,X,10,Addition,84478000,CAP,X046,2760 BRIGGS AVENUE,Bronx,10458,BRONX,40.867623,-73.890518,207,15,40501,,,Bedford Park-Fordham North,"(40.867623, -73.890518)",11/01/2019
BERGTRAUM HS - MANHATTAN,M,2,SCIENCE LAB UPGRADE/FIRE ALARM SYSTEMS,8097230,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,101,1,29,1001388,1001130100,Chinatown,"(40.711442, -74.000851)",11/01/2019
BROOKLYN ACADEMY HS - BROOKLYN,K,13,PARAPETS/EXTERIOR MASONRY/ROOFS,13400000,CIP,K458,832 MARCY AVENUE,Brooklyn,11216,BROOKLYN,40.685004,-73.947152,303,36,249,3051641,3018230038,Bedford,"(40.685004, -73.947152)",11/01/2019
TELECOM. ARTS & TECH. HS - K,K,20,CERTIFICATE OF OCCUPANCY/ELECTRICAL WORK FOR A/C INITIATIVE,7909272,CIP,K485,350 67 STREET,Brooklyn,11220,BROOKLYN,40.637282,-74.023849,310,43,70,3144482,3058500030,Bay Ridge,"(40.637282, -74.023849)",11/01/2019
P.S. 56 - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,1225000,CIP,Q056,86-10 114 STREET,Queens,11418,QUEENS,40.69919,-73.835299,409,32,130,4192689,4092260057,Richmond Hill,"(40.69919, -73.835299)",11/01/2019
P.S. 193 - QUEENS,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE,650000,CIP,Q193,152-20 11 AVENUE,Queens,11357,QUEENS,40.792483,-73.809741,407,19,987,4103056,4045380001,Whitestone,"(40.792483, -73.809741)",11/01/2019
M.S. 354 - BROOKLYN,K,17,IPDVS CAMERA INSTALLATION,193400,CIP,K390,1224 PARK PLACE,Brooklyn,11213,BROOKLYN,40.672713,-73.936924,308,36,343,3036405,3013700029,Crown Heights North,"(40.672713, -73.936924)",11/01/2019
TOTTENVILLE HS - STATEN ISLAND,R,31,IPDVS CAMERA INSTALLATION,675500,CIP,R455,100 LUTEN AVENUE,Staten Island,10312,STATEN IS,40.528092,-74.192032,503,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.528092, -74.192032)",11/01/2019
P.S. 139 - QUEENS,Q,28,LSP PLAYGROUND SAFETY SURFACING,68500,CIP,Q139,93-06 63 DRIVE,Queens,11374,QUEENS,40.72814,-73.863582,406,29,693,4072457,4030950050,Rego Park,"(40.72814, -73.863582)",11/01/2019
NEW MILLENNIUM BRONX ACADEMY O,X,9,ELECTRICAL WORK FOR A/C INITIATIVE/LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,139884.83,CIP,X145,1000 TELLER AVENUE,Bronx,10456,BRONX,40.827941,-73.914374,204,16,173,2097111,2024240001,East Concourse-Concourse Village,"(40.827941, -73.914374)",11/01/2019
ADULT AND CONTINUING EDUCATION,K,13,EXTERIOR MASONRY/LOW VOLTAGE ELECTRICAL SYSTEMS/VENTILATION/ROOFS/WINDOWS/PARAPETS/FLOOD ELIMINATION,9880000,CIP,K743,475 NOSTRAND AVENUE,Brooklyn,11216,BROOKLYN,40.681233,-73.949737,303,36,249,3053020,3018440001,Bedford,"(40.681233, -73.949737)",11/01/2019
FASHION INDUSTRIES VOC HS - M,M,2,EXTERIOR MASONRY/PARAPETS/FLOOD ELIMINATION,16510000,CIP,M600,225 WEST 24 STREET,Manhattan,10011,MANHATTAN,40.745156,-73.996074,104,3,91,1014174,1007740019,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745156, -73.996074)",11/01/2019
X012 SPED - BRONX,X,11,STRUCTURAL CRACKS/WINDOWS/PARAPETS,4729000,CIP,X012,2555 TRATMAN AVENUE,Bronx,10461,BRONX,40.840145,-73.844419,210,13,200,2041864,2039830001,Van Nest-Morris Park-Westchester Square,"(40.840145, -73.844419)",11/01/2019
P.S. 173 - MANHATTAN,M,6,FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/PAVED AREAS- CONCRETE/ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVE,Manhattan,10033,MANHATTAN,40.845469,-73.940468,112,10,263,1063503,1021420154,Washington Heights South,"(40.845469, -73.940468)",11/01/2019
P.S. 143 - QUEENS,Q,24,BACKFLOW PREVENTION DEVICE,264500,CIP,Q269,86-37 53RD AVENUE,Queens,11373,QUEENS,40.735609,-73.878535,404,25,475,4064938,4028640036,Elmhurst,"(40.735609, -73.878535)",11/01/2019
P.S. 229 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,665000,CIP,Q229,67-25 51 ROAD,Queens,11377,QUEENS,40.734294,-73.897557,405,30,513,4440274,4024230001,Maspeth,"(40.734294, -73.897557)",11/01/2019
P.S. 46 - BROOKLYN,K,13,"LSP- VACUUM/PUMP CONDENSATE PUMPS, THERMOSTAT, CHEMICAL FEED SYSTEM",92100,CIP,K046,100 CLERMONT AVENUE,Brooklyn,11205,BROOKLYN,40.694633,-73.971165,302,35,187,3058088,3020450011,Fort Greene,"(40.694633, -73.971165)",11/01/2019
P.S. 67 - BRONX,X,12,FLOOD ELIMINATION/ROOFS/PARAPETS/WINDOWS/EXTERIOR MASONRY/TCU REMOVAL/PLAYGROUND REDEVELOPMENT/PAVED AREAS- CONCRETE/CAFETERIA FLOOR REPLACEMENT,20967450,CIP,X067,2024 MOHEGAN AVENUE,Bronx,10460,BRONX,40.843945,-73.884788,206,17,363,2013142,2031230003,East Tremont,"(40.843945, -73.884788)",11/01/2019
IT TAKES A VILLAGE ACADEMY - K,K,18,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,974000,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11203,BROOKLYN,40.648657,-73.922171,317,45,936,3104598,3047420001,Rugby-Remsen Village,"(40.648657, -73.922171)",11/01/2019
P.S. 205 - BRONX,X,10,STANDALONE GYM ANNEX,8611000,CIP,X481,2475 SOUTHERN BLVD,Bronx,10458,BRONX,40.855263,-73.881139,206,15,393,2086808,2031150021,Belmont,"(40.855263, -73.881139)",11/01/2019
P.S. 1 - MANHATTAN,M,2,FLOOD ELIMINATION/WINDOWS/EXTERIOR MASONRY/ROOF,24910000,CIP,M001,8 HENRY STREET,Manhattan,10038,MANHATTAN,40.71276,-73.997489,103,1,27,1003375,1002790040,Chinatown,"(40.71276, -73.997489)",11/01/2019
I.S. 223 - BROOKLYN,K,20,FLOOD ELIMINATION/ROOFS/PARAPETS/EXTERIOR MASONRY,7285000,CIP,K223,4200 16 AVENUE,Brooklyn,11204,BROOKLYN,40.634875,-73.981528,312,44,230,3125676,3053620021,Borough Park,"(40.634875, -73.981528)",11/01/2019
I.S. 54 - MANHATTAN,M,3,PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,6728000,CIP,M054,103 WEST 107 STREET,Manhattan,10025,MANHATTAN,40.800119,-73.962837,107,7,193,1055990,1018620011,Morningside Heights,"(40.800119, -73.962837)",11/01/2019
P.S. 3 - STATEN ISLAND,R,31,FY18 RESO A PLAYGROUNDS,432000,CIP,R003,80 SOUTH GOFF AVENUE,Staten Island,10309,STATEN IS,40.520699,-74.211264,503,51,198,5083311,5067960044,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.520699, -74.211264)",11/01/2019
I.S. 125 - BRONX,X,8,FY17 RESO A SUPPLEMENTAL COOLING,1223350,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX,40.829232,-73.856734,209,18,4001,2025717,2037900040,Soundview-Bruckner,"(40.829232, -73.856734)",11/01/2019
P.S. 88 - QUEENS,Q,24,LSP DOMESTIC WATER PRESSURE PUMP REPLACEMENT,83000,CIP,Q088,60-85 CATALPA AVENUE,Queens,11385,QUEENS,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",11/01/2019
BARD COLLEGE HS - MANHATTAN,M,1,FY18 RESO A AUDITORIUM  UPGRADE,51812,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,MANHATTAN,40.719029,-73.975891,103,2,1002,1004062,1003250025,Lower East Side,"(40.719029, -73.975891)",11/01/2019
P.S. 55 - QUEENS,Q,28,PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,6341000,CIP,Q055,131-10 97 AVENUE,Queens,11419,QUEENS,40.694004,-73.816617,409,28,154,4200233,4094770001,Richmond Hill,"(40.694004, -73.816617)",11/01/2019
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLACEMENT/PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL/REINFORCING SUPPORT ELEMENTS/EXTERIOR MASONRY/ROOFS/PARAPETS,14330000,CIP,Q031,211-45 46 ROAD,Queens,11361,QUEENS,40.757064,-73.770122,411,19,1447,4156949,4073160018,Bayside-Bayside Hills,"(40.757064, -73.770122)",11/01/2019
P.S. @ PARCEL F - QUEENS,Q,30,New,66133451,CAP,Q375,1-35 57TH AVENUE,Queens,11101,QUEENS,40.738836,-73.960609,402,26,1,4000000,4000060130,Hunters Point-Sunnyside-West Maspeth,"(40.738836, -73.960609)",11/01/2019
